"id","filename","duration","size","frames","quarter","timestamp","maleFaceSeconds","femaleFaceSeconds","totalFaceSeconds","attention","engagement","sentiment","positive","negative","neutral","anger","contempt","disgust","fear","joy","sadness","surprise"
"1b1436ce-86aa-5588-29b0-522302810462","WIN_20150307_160611.MP4","6.1","970519","61","1","2","2","0","2","1.0","0.0","0.0","0","0","2","0","0","0","0","0","0","0"
"1b1436ce-86aa-5588-29b0-522302810462","WIN_20150307_160611.MP4","6.1","970519","61","2","4","2","0","2","1.0","0.0","0.0","0","0","2","0","0","0","0","0","0","0"
"1b1436ce-86aa-5588-29b0-522302810462","WIN_20150307_160611.MP4","6.1","970519","61","3","6","2","0","2","1.0","1.0","1.0","2","0","0","0","0","0","0","2","0","0"
"1b1436ce-86aa-5588-29b0-522302810462","WIN_20150307_160611.MP4","6.1","970519","61","4","7","1","0","1","1.0","0.0","0.0","0","0","1","0","0","0","0","0","0","0"
